SRR15323735	SRR15323736	SRR15323737	SRR15323738	SRR15323739	SRR15323740	SRR15323741	SRR15323742	SRR15323743	SRR15323744	SRR15323745	SRR15323746	SRR15323747	SRR15323748	SRR15323749	SRR15323750	SRR15323751
ENSG00000282950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282951	3	4	0	3	0	2	0	4	1	0	1	0	2	0	1	1	0
ENSG00000282952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000282961	46	133	84	347	43	50	91	116	49	35	30	3	94	68	117	70	46
ENSG00000282964	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0
ENSG00000282968	1	2	1	2	6	0	0	3	2	0	1	13	9	17	19	1	2
ENSG00000282973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000282975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282977	33	35	4	74	12	24	31	21	12	8	15	7	20	19	15	15	9
ENSG00000282978	17	50	12	41	15	11	12	16	21	7	10	4	22	6	13	6	9
ENSG00000282980	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0
ENSG00000282987	10	31	3	45	7	16	11	14	15	1	7	1	9	6	1	3	1
ENSG00000282988	7	23	2	92	11	7	4	19	2	2	5	0	29	3	6	5	0
ENSG00000282989	8	5	0	4	0	1	1	7	0	5	7	0	4	0	1	0	2
ENSG00000282993	10	16	0	75	4	15	17	14	5	4	6	0	22	9	9	1	6
ENSG00000282994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282995	0	0	3	71	1	0	0	0	16	5	0	8	3	0	13	0	0
ENSG00000282996	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000282997	12	7	1	9	2	11	11	3	0	6	2	0	11	39	5	5	2
ENSG00000282998	1	10	1	7	2	1	6	4	3	0	2	0	0	46	1	8	15
ENSG00000283000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283001	31	99	16	274	17	63	56	58	33	22	31	8	91	36	43	17	22
ENSG00000283003	2	0	1	9	0	4	2	0	0	1	0	0	0	0	0	0	0
ENSG00000283005	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000283010	3	6	8	16	0	2	6	3	0	1	9	3	7	6	7	0	0
ENSG00000283016	1	1	1	3	0	5	2	4	1	0	0	0	13	1	1	1	0
ENSG00000283020	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000283023	3	9	0	7	0	1	3	0	0	0	0	0	0	1	0	1	0
ENSG00000283025	5	5	12	4	1	0	6	6	0	1	1	0	7	4	1	2	2
ENSG00000283031	25	16	0	15	0	4	27	4	2	5	2	0	11	7	3	1	1
ENSG00000283033	1	4	0	6	0	2	0	4	1	1	4	0	4	1	3	0	0
ENSG00000283036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283041	29	47	11	58	25	21	11	19	14	17	11	11	4	19	15	4	25
ENSG00000283043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283045	24	61	11	54	5	23	18	29	10	14	9	0	24	10	11	6	4
ENSG00000283047	4	2	3	8	2	0	4	0	0	1	0	0	1	1	0	0	0
ENSG00000283050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283051	0	8	0	2	0	0	3	10	2	0	1	0	0	0	0	0	0
ENSG00000283052	6	1	3	28	6	9	0	2	10	2	0	1	1	0	0	0	0
ENSG00000283053	1	2	0	0	0	1	2	2	0	0	2	0	0	2	0	1	1
ENSG00000283057	1	10	1	37	0	1	3	3	1	4	4	1	3	1	4	1	0
ENSG00000283058	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000283061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000283064	8	20	4	34	1	4	3	11	4	8	1	3	16	1	1	3	5
ENSG00000283065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283069	2	1	0	9	2	0	3	0	0	0	0	0	0	0	0	1	0
ENSG00000283071	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000283072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000283075	0	25	3	5	0	0	0	12	8	0	0	0	0	7	2	5	6
ENSG00000283076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283078	62	38	10	44	16	6	14	27	10	8	9	3	31	11	7	19	8
ENSG00000283083	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283084	0	5	0	7	2	2	1	0	0	0	0	0	1	0	0	0	0
ENSG00000283093	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0
ENSG00000283095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283096	2	2	0	5	0	0	0	0	1	0	1	0	0	1	0	0	0
ENSG00000283097	49	101	38	159	67	70	75	100	48	31	39	8	96	86	37	20	17
ENSG00000283098	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283101	1	22	2	5	4	0	11	8	5	0	1	0	0	2	0	0	10
ENSG00000283103	0	6	0	0	0	0	0	5	6	0	0	0	0	9	0	0	0
ENSG00000283108	26	15	3	34	11	10	40	20	4	11	9	3	40	13	8	1	8
ENSG00000283110	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283117	5	6	10	16	3	9	2	7	1	6	3	0	14	8	2	2	0
ENSG00000283118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000283122	21	39	14	175	24	142	25	63	5	25	11	2	561	58	1	0	30
ENSG00000283123	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000283125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283128	0	52	24	6	0	0	18	16	0	10	0	0	0	0	0	6	0
ENSG00000283130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283132	0	0	0	3	1	0	0	5	0	0	0	0	0	0	0	0	0
ENSG00000283133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283141	34	56	20	226	12	10	42	37	14	14	3	6	63	11	20	7	22
ENSG00000283142	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000283145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283146	2	6	1	4	0	0	0	0	1	1	0	0	0	0	2	0	0
ENSG00000283148	3	10	4	15	4	4	6	6	0	1	0	0	6	5	4	4	2
ENSG00000283149	30	41	0	19	39	31	24	20	33	12	0	14	54	22	5	37	17
ENSG00000283152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283154	39	46	66	901	45	66	47	127	50	261	159	83	110	322	117	175	63
ENSG00000283155	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ENSG00000283156	31	32	6	9	27	33	42	43	33	1	3	5	42	2	3	4	10
ENSG00000283157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283159	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283160	10	10	2	36	1	3	5	4	2	1	2	2	14	4	2	11	0
ENSG00000283162	0	0	0	0	0	0	0	5	18	0	0	2	0	5	0	0	2
ENSG00000283164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283166	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0
ENSG00000283167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283172	15	38	4	37	2	20	15	33	8	15	22	4	21	20	5	4	3
ENSG00000283174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283175	5	25	4	32	7	20	22	28	8	15	5	0	18	11	5	4	5
ENSG00000283176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283180	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283183	5	11	0	6	0	4	13	11	6	0	3	0	7	7	0	0	0
ENSG00000283188	1	1	3	2	3	4	4	0	2	0	3	0	2	1	0	0	1
ENSG00000283189	0	0	0	32	0	0	9	0	0	0	0	0	0	0	0	0	0
ENSG00000283193	2	7	0	7	4	6	12	3	2	10	9	2	18	4	1	0	0
ENSG00000283195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000283196	0	2	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0
ENSG00000283197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283199	1	7	1	11	0	0	5	8	1	3	2	0	6	1	5	0	5
ENSG00000283200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283201	94	84	29	70	0	15	28	16	24	0	0	9	48	0	0	16	0
ENSG00000283202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283204	0	4	2	1	0	1	1	3	2	0	2	0	3	3	0	0	1
ENSG00000283205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283208	2	4	0	1	0	10	0	0	0	0	3	0	6	0	0	0	0
ENSG00000283209	1	1	0	3	0	0	3	3	1	4	0	0	0	0	0	0	0
ENSG00000283210	0	4	0	2	1	1	0	0	1	1	0	0	1	1	2	0	2
ENSG00000283211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283213	28	38	17	59	28	51	58	46	21	8	22	3	56	28	10	46	14
ENSG00000283214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283215	0	1	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0
ENSG00000283217	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0
ENSG00000283218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283221	0	0	2	1	0	2	0	2	1	0	0	0	0	2	0	1	0
ENSG00000283222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283228	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000283230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283232	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283235	7	8	0	22	0	1	3	8	1	3	9	2	4	1	4	1	3
ENSG00000283236	209	325	128	308	95	113	94	159	82	97	73	31	313	99	59	68	78
ENSG00000283237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283239	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	9	0
ENSG00000283240	0	0	2	11	1	1	0	0	2	0	0	0	0	0	0	1	1
ENSG00000283242	0	1	0	1	0	0	0	0	0	1	7	0	12	2	0	2	0
ENSG00000283246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283247	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000283249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283258	3	6	1	11	1	2	6	5	1	0	0	0	3	4	3	1	0
ENSG00000283259	1	1	0	27	0	15	5	1	1	0	0	0	61	2	0	1	0
ENSG00000283262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283265	18	36	8	54	5	5	5	18	7	10	8	3	18	13	14	0	4
ENSG00000283267	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ENSG00000283268	0	1	0	5	0	0	0	1	0	2	0	0	0	0	1	0	0
ENSG00000283269	0	5	0	0	0	0	0	0	0	19	10	0	0	0	0	0	0
ENSG00000283270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283273	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000283274	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000283275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283279	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000283281	30	8	0	20	6	5	16	7	11	0	1	0	0	2	0	2	1
ENSG00000283283	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000283285	3	3	0	0	1	2	1	0	1	3	0	0	0	0	1	0	1
ENSG00000283286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283288	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000283289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283293	459821	342424	256525	600179	487746	307872	397469	378003	454061	259982	185291	160521	613483	219927	192549	233492	252269
ENSG00000283294	1	141	5	188	11	3	4	10	0	14	6	5	19	0	2	4	3
ENSG00000283296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000283297	5	1	0	8	0	0	0	1	2	0	0	0	0	0	0	1	0
ENSG00000283298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283301	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283304	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283312	40	78	18	53	17	19	35	17	23	9	10	2	40	14	20	16	11
ENSG00000283313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283314	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000283317	11	15	4	21	2	2	3	14	9	0	2	0	22	6	4	8	4
ENSG00000283320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283321	0	50	0	0	19	5	0	21	26	0	0	0	0	45	21	0	837
ENSG00000283324	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283327	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000283329	1	4	3	9	3	0	0	1	1	1	1	0	0	0	0	1	0
ENSG00000283330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000283334	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000283335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283337	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0
ENSG00000283338	2	13	1	16	1	1	3	7	1	0	0	0	3	3	0	2	1
ENSG00000283339	3	0	0	0	0	0	2	5	1	0	0	0	0	1	0	1	0
ENSG00000283340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283341	69	93	28	121	39	10	68	58	52	13	12	10	140	18	24	31	31
ENSG00000283342	0	1	0	2	0	0	0	0	1	1	1	0	0	1	1	2	0
ENSG00000283343	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000283345	3	4	9	5	0	4	0	0	0	11	0	0	4	5	1	26	2
ENSG00000283346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283352	38	34	32	34	16	10	33	46	24	3	19	5	48	0	4	4	0
ENSG00000283354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283355	135	186	5	189	42	63	85	98	55	9	22	18	91	80	71	62	66
ENSG00000283356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283360	0	3	1	0	0	0	1	10	0	0	0	0	0	1	0	0	0
ENSG00000283361	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000283364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000283366	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	2
ENSG00000283367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283378	0	50	0	0	0	9	15	4	5	0	0	0	0	0	14	0	0
ENSG00000283379	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000283380	27	42	23	70	8	5	22	40	39	12	18	11	116	19	7	5	14
ENSG00000283381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283383	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1
ENSG00000283384	16	13	4	45	7	5	17	14	11	0	6	1	29	4	4	2	6
ENSG00000283385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283389	0	3	0	3	0	0	3	3	0	0	0	0	1	1	0	1	0
ENSG00000283390	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000283392	16	12	13	47	7	7	27	20	5	1	2	0	6	8	13	8	5
ENSG00000283393	2	12	4	46	4	4	5	13	6	4	6	0	6	13	3	1	2
ENSG00000283394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283399	9	0	0	3	0	0	0	3	0	0	1	0	5	0	0	0	0
ENSG00000283400	0	0	0	4	0	0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000283402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283403	0	1	0	0	0	0	1	1	1	13	9	0	0	3	2	2	2
ENSG00000283405	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000283408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283409	2	4	3	5	3	4	6	1	1	3	3	0	3	0	0	0	0
ENSG00000283411	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283414	0	7	1	15	0	4	3	0	1	2	1	0	2	1	3	2	1
ENSG00000283415	11	67	12	31	4	22	21	52	16	0	8	1	44	5	11	4	8
ENSG00000283416	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0
ENSG00000283417	2	10	1	11	0	1	5	0	6	1	0	0	6	158	290	94	302
ENSG00000283418	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283419	0	2	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0
ENSG00000283420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283422	9	20	1	30	7	9	10	9	1	7	4	0	7	4	6	4	0
ENSG00000283423	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	3	1
ENSG00000283426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283427	0	1	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0
ENSG00000283428	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
ENSG00000283429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283431	15	21	0	6	9	0	0	16	0	0	21	17	0	0	0	0	0
ENSG00000283432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283434	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283436	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283438	3	1	1	8	3	2	4	3	2	0	1	0	2	0	0	0	1
ENSG00000283439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283440	0	7	0	0	0	0	0	0	0	0	1	2	2	0	0	0	2
ENSG00000283441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283442	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000283443	5	0	1	3	5	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000283444	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1
ENSG00000283445	37	73	33	241	14	27	40	73	43	9	29	0	41	27	28	15	8
ENSG00000283446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283456	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
ENSG00000283457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283459	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000283461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283462	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3
ENSG00000283463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283464	6	19	7	15	7	6	5	12	6	4	2	1	7	5	3	0	9
ENSG00000283468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283471	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000283473	53	7	0	30	14	1	27	6	14	0	5	0	4	1	0	5	1
ENSG00000283474	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000283475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283480	0	1	0	2	1	0	0	0	2	0	3	1	1	0	1	0	0
ENSG00000283481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283483	5	0	0	0	4	9	0	0	4	0	5	0	0	0	0	0	0
ENSG00000283484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283487	0	0	0	1	0	3	0	0	0	0	1	0	2	0	0	0	0
ENSG00000283489	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283491	32	27	6	30	8	5	17	4	10	2	4	1	17	12	8	17	13
ENSG00000283492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283496	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000283502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283503	354	222	42	397	36	215	341	806	264	23	79	8	338	112	92	88	57
ENSG00000283504	8	2	0	2	2	0	4	27	2	0	0	0	9	2	1	1	0
ENSG00000283505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
